Date,Open,High,Low,Close,Volume
2023-01-01,110.055,110.091,109.919,110.022,424
2023-01-02,110.058,110.167,109.969,110.16,992
2023-01-03,110.118,110.153,110.048,110.118,1018
2023-01-04,110.294,110.329,110.139,110.235,1738
2023-01-05,110.294,110.42,110.205,110.339,942
2023-01-06,110.265,110.3201325,110.2098675,110.265,1090
2023-01-07,110.454,110.564,110.356,110.466,989
2023-01-08,110.453436,110.78512799999999,110.405,110.67456399999998,649
2023-01-09,110.525,110.703807,110.362,110.56245199999998,1342
2023-01-10,110.608,110.864047,110.509,110.72961899999999,1225
2023-01-11,110.598,110.65329899999999,110.54270100000001,110.598,1237
2023-01-12,110.559,110.795945,110.546,110.67856799999998,727
2023-01-13,110.616,110.701,110.584,110.609,1420
2023-01-14,110.453,110.508,110.389,110.437,579
2023-01-15,110.282,110.34,110.111,110.201,1176
2023-01-16,110.77819541550001,111.11086266900001,110.124,110.9999735845,1657
2023-01-17,110.203,110.37130900000001,110.177,110.28817799999999,702
2023-01-18,110.265,110.5005025,110.209,110.43332299999999,830
2023-01-19,110.21,110.39834950000001,110.164,110.33922899999999,1029
2023-01-20,110.119,110.3542835,109.997,110.13202199999999,848
2023-01-21,110.315,110.37015749999999,110.2598425,110.315,534
2023-01-22,110.343,110.399,110.285,110.322,1020
2023-01-23,110.422,110.523,110.281,110.385,681
2023-01-24,110.308,110.369,110.272,110.341,1142
2023-01-25,110.308,110.41,110.251,110.365,724
2023-01-26,110.4,110.4552,110.3448,110.4,1464
2023-01-27,110.323,110.348,110.236,110.277,765
2023-01-28,110.433,110.441,110.308,110.416,903
2023-01-29,110.453,110.504,110.347,110.472,1244
2023-01-30,110.479,110.551,110.451,110.533,630
