Date,Open,High,Low,Close,Volume
2023-01-01 00:00:00,110.055,110.157,110.041,110.072,437
2023-01-01 01:00:00,110.039,110.112,109.848,109.945,1185
2023-01-01 02:00:00,110.111,110.13,109.981,110.037,809
2023-01-01 03:00:00,110.279,110.38,110.229,110.32,643
2023-01-01 04:00:00,110.253,110.371,110.189,110.263,812
2023-01-01 05:00:00,110.228,110.331,110.149,110.218,944
2023-01-01 06:00:00,110.402,110.408,110.394,110.403,818
2023-01-01 07:00:00,110.487,110.525,110.412,110.507,338
2023-01-01 08:00:00,110.436,110.451,110.38,110.406,1269
2023-01-01 09:00:00,110.497,110.577,110.375,110.454,1382
2023-01-01 10:00:00,110.446,110.547,110.355,110.457,1195
2023-01-01 11:00:00,110.395,110.419,110.253,110.341,658
2023-01-01 12:00:00,110.423,110.501,110.362,110.445,939
2023-01-01 13:00:00,110.212,110.305,110.061,110.118,998
2023-01-01 14:00:00,110.023,110.16,110.007,110.079,1179
2023-01-01 15:00:00,109.962,110.047,109.877,109.988,1200
2023-01-01 16:00:00,109.851,109.93,109.821,109.865,779
2023-01-01 17:00:00,109.887,109.996,109.832,109.941,1024
2023-01-01 18:00:00,109.788,109.912,109.756,109.879,1137
2023-01-01 19:00:00,109.633,109.751,109.619,109.689,1436
2023-01-01 20:00:00,109.795,109.871,109.625,109.694,1211
2023-01-01 21:00:00,109.771,109.867,109.695,109.701,1236
2023-01-01 22:00:00,109.779,109.849,109.663,109.745,1025
2023-01-01 23:00:00,109.624,109.708,109.589,109.625,1423
2023-01-02 00:00:00,109.565,109.611,109.565,109.593,1122
2023-01-02 01:00:00,109.578,109.628,109.482,109.538,741
2023-01-02 02:00:00,109.452,109.463,109.447,109.462,1421
2023-01-02 03:00:00,109.494,109.521,109.422,109.453,1209
2023-01-02 04:00:00,109.429,109.508,109.318,109.395,867
2023-01-02 05:00:00,109.397,109.506,109.314,109.32,856
2023-01-02 06:00:00,109.332,109.343,109.19,109.282,1088
2023-01-02 07:00:00,109.535,109.579,109.461,109.461,1138
2023-01-02 08:00:00,109.534,109.622,109.454,109.481,1059
2023-01-02 09:00:00,109.418,109.498,109.337,109.476,1093
2023-01-02 10:00:00,109.509,109.57,109.422,109.457,1509
2023-01-02 11:00:00,109.375,109.599,109.364,109.519,1321
2023-01-02 12:00:00,109.398,109.493,109.359,109.425,1057
2023-01-02 13:00:00,109.184,109.215,109.154,109.194,1282
2023-01-02 14:00:00,109.039,109.078,108.9,108.992,690
2023-01-02 15:00:00,109.06,109.184,109.026,109.099,1119
2023-01-02 16:00:00,109.141,109.201,109.023,109.109,1542
2023-01-02 17:00:00,109.159,109.167,109.062,109.166,934
2023-01-02 18:00:00,109.147,109.369,109.099,109.286,745
2023-01-02 19:00:00,109.113,109.117,109.009,109.108,804
2023-01-02 20:00:00,108.952,109.096,108.911,109.014,673
2023-01-02 21:00:00,108.873,108.895,108.73,108.835,764
2023-01-02 22:00:00,108.823,108.927,108.811,108.821,888
2023-01-02 23:00:00,108.937,109.074,108.862,109.034,578
2023-01-03 00:00:00,108.974,109.01,108.886,108.94,1004
2023-01-03 01:00:00,108.782,108.896,108.739,108.88,1270
2023-01-03 02:00:00,108.816,108.888,108.747,108.855,727
2023-01-03 03:00:00,108.774,108.869,108.667,108.743,1455
2023-01-03 04:00:00,108.7,108.842,108.699,108.734,1153
2023-01-03 05:00:00,108.766,108.859,108.747,108.819,1309
2023-01-03 06:00:00,108.877,108.96,108.8,108.911,802
2023-01-03 07:00:00,108.978,109.057,108.82,108.893,1256
2023-01-03 08:00:00,108.886,108.983,108.741,108.847,672
2023-01-03 09:00:00,108.852,108.917,108.756,108.839,1267
2023-01-03 10:00:00,108.888,108.93,108.78,108.884,1051
2023-01-03 11:00:00,108.993,109.072,108.917,109.027,1165
2023-01-03 12:00:00,108.941,109.026,108.908,108.95,647
2023-01-03 13:00:00,108.92,108.921,108.836,108.847,731
2023-01-03 14:00:00,108.799,108.887,108.714,108.82,1179
2023-01-03 15:00:00,108.669,108.741,108.599,108.702,715
2023-01-03 16:00:00,108.757,108.874,108.752,108.787,1138
2023-01-03 17:00:00,108.904,108.973,108.865,108.963,589
2023-01-03 18:00:00,108.896,109.006,108.792,108.942,1254
2023-01-03 19:00:00,109.006,109.083,108.951,109.031,630
2023-01-03 20:00:00,109.045,109.115,108.994,109.041,1165
2023-01-03 21:00:00,108.975,108.982,108.835,108.884,1187
2023-01-03 22:00:00,109.014,109.101,108.992,109.038,790
2023-01-03 23:00:00,109.182,109.255,109.142,109.194,1174
2023-01-04 00:00:00,109.179,109.255,109.138,109.194,1078
2023-01-04 01:00:00,109.35,109.416,109.274,109.28,838
2023-01-04 02:00:00,109.064,109.138,108.921,109.005,697
2023-01-04 03:00:00,109.154,109.299,109.109,109.211,411
2023-01-04 04:00:00,109.164,109.194,109.072,109.162,1104
2023-01-04 05:00:00,109.132,109.259,109.039,109.169,530
2023-01-04 06:00:00,109.143,109.199,109.12,109.144,1028
2023-01-04 07:00:00,108.927,108.937,108.855,108.928,920
2023-01-04 08:00:00,108.904,108.961,108.852,108.955,1203
2023-01-04 09:00:00,108.943,108.98,108.819,108.915,909
2023-01-04 10:00:00,109.105,109.196,109.082,109.11,901
2023-01-04 11:00:00,109.05,109.127,108.951,109.024,1219
2023-01-04 12:00:00,108.963,109.048,108.873,108.939,1100
2023-01-04 13:00:00,108.909,108.965,108.86,108.892,1094
2023-01-04 14:00:00,109.01,109.07,108.995,109.022,1140
2023-01-04 15:00:00,109.047,109.063,108.949,109.02,539
2023-01-04 16:00:00,108.99,109.094,108.909,109.058,1227
2023-01-04 17:00:00,109.047,109.094,108.964,108.998,1183
2023-01-04 18:00:00,109.059,109.068,108.978,109.049,694
2023-01-04 19:00:00,109.166,109.19,109.098,109.142,926
2023-01-04 20:00:00,109.09,109.234,109.012,109.169,988
2023-01-04 21:00:00,109.055,109.146,109.034,109.066,959
2023-01-04 22:00:00,109.014,109.179,108.917,109.07,1100
2023-01-04 23:00:00,108.855,108.957,108.743,108.774,1429
2023-01-05 00:00:00,108.889,108.973,108.849,108.903,1324
2023-01-05 01:00:00,108.918,109.012,108.912,108.966,606
2023-01-05 02:00:00,108.92,108.993,108.907,108.924,1186
2023-01-05 03:00:00,108.895,109.039,108.839,108.953,1398
2023-01-05 04:00:00,108.742,108.755,108.685,108.714,1116
2023-01-05 05:00:00,108.697,108.818,108.606,108.773,1327
2023-01-05 06:00:00,108.66,108.877,108.659,108.785,1603
2023-01-05 07:00:00,108.574,108.616,108.513,108.554,1307
2023-01-05 08:00:00,108.557,108.619,108.496,108.533,1074
2023-01-05 09:00:00,108.602,108.744,108.6,108.681,1313
2023-01-05 10:00:00,108.807,108.913,108.794,108.893,1043
2023-01-05 11:00:00,108.827,108.866,108.753,108.798,1007
2023-01-05 12:00:00,108.855,108.892,108.779,108.832,894
2023-01-05 13:00:00,108.847,108.85,108.788,108.832,1469
2023-01-05 14:00:00,108.639,108.641,108.508,108.566,754
2023-01-05 15:00:00,108.636,108.727,108.522,108.586,1459
2023-01-05 16:00:00,108.643,108.673,108.587,108.588,1149
2023-01-05 17:00:00,108.911,108.967,108.818,108.869,580
2023-01-05 18:00:00,108.89,108.922,108.783,108.888,1110
2023-01-05 19:00:00,108.923,109.038,108.866,108.936,369
2023-01-05 20:00:00,108.919,109.032,108.845,109.003,1187
2023-01-05 21:00:00,108.792,108.838,108.703,108.737,1265
2023-01-05 22:00:00,108.916,109.065,108.832,108.97,822
2023-01-05 23:00:00,108.998,109.089,108.902,108.986,1037
2023-01-06 00:00:00,109.084,109.138542,109.029458,109.084,1586
2023-01-06 01:00:00,108.984,109.109,108.878,109.021,848
2023-01-06 02:00:00,109.137,109.187,109.062,109.076,682
2023-01-06 03:00:00,108.984,109.057,108.982,109.005,1444
2023-01-06 04:00:00,109.048,109.071,108.964,109.057,1588
2023-01-06 05:00:00,109.286,109.322,109.198,109.313,1001
2023-01-06 06:00:00,109.178,109.273,109.165,109.194,1303
2023-01-06 07:00:00,109.116,109.304,109.087,109.25,1402
2023-01-06 08:00:00,109.126,109.174,109.09,109.092,777
2023-01-06 09:00:00,109.071,109.151,109.01,109.042,854
2023-01-06 10:00:00,108.902,108.985,108.784,108.868,1369
2023-01-06 11:00:00,108.909,108.927,108.823,108.879,1505
2023-01-06 12:00:00,108.794,108.86,108.721,108.759,1168
2023-01-06 13:00:00,108.845,108.924,108.805,108.91,736
2023-01-06 14:00:00,108.745,108.904,108.745,108.822,1596
2023-01-06 15:00:00,108.913,108.985,108.85,108.882,840
2023-01-06 16:00:00,108.828,108.932,108.713,108.783,899
2023-01-06 17:00:00,108.793,108.826,108.687,108.819,1102
2023-01-06 18:00:00,108.882,108.888,108.76,108.852,1466
2023-01-06 19:00:00,108.748,108.813,108.746,108.783,1256
2023-01-06 20:00:00,108.773,108.813,108.676,108.784,1124
2023-01-06 21:00:00,108.916,108.943,108.748,108.833,1138
2023-01-06 22:00:00,108.741,108.924,108.656,108.825,1013
2023-01-06 23:00:00,108.762,108.887,108.712,108.86,1167
2023-01-07 00:00:00,108.791,108.82,108.714,108.757,241
2023-01-07 01:00:00,108.877,108.959,108.822,108.855,911
2023-01-07 02:00:00,108.743,108.807,108.735,108.758,1072
2023-01-07 03:00:00,108.6,108.702,108.575,108.618,654
2023-01-07 04:00:00,108.657,108.7,108.631,108.693,1115
2023-01-07 05:00:00,108.691,108.853,108.638,108.8,938
2023-01-07 06:00:00,108.719,108.722,108.628,108.709,1526
2023-01-07 07:00:00,108.758,108.764,108.663,108.714,1471
2023-01-07 08:00:00,108.685,108.783,108.604,108.61,860
2023-01-07 09:00:00,108.711,108.726,108.567,108.671,954
2023-01-07 10:00:00,108.744,108.802,108.64,108.742,977
2023-01-07 11:00:00,108.668,108.81,108.583,108.765,864
2023-01-07 12:00:00,108.872,108.91,108.736,108.844,1058
2023-01-07 13:00:00,108.925,109.035,108.866,108.937,772
2023-01-07 14:00:00,108.796,108.799,108.691,108.796,660
2023-01-07 15:00:00,108.869,109.006,108.861,108.934,1186
2023-01-07 16:00:00,108.765,109.007,108.725,108.902,1188
2023-01-07 17:00:00,108.852,108.913,108.798,108.823,758
2023-01-07 18:00:00,108.979,109.081,108.931,108.952,1268
2023-01-07 19:00:00,108.891,108.954,108.876,108.948,810
2023-01-07 20:00:00,108.998,109.08,108.93,109.035,1075
2023-01-07 21:00:00,109.044,109.173,108.959,109.145,1246
2023-01-07 22:00:00,109.135,109.247,109.072,109.167,989
2023-01-07 23:00:00,109.343,109.451,109.308,109.324,1136
2023-01-08 00:00:00,109.318,109.378,109.229,109.35,845
2023-01-08 01:00:00,109.237,109.369,109.167,109.297,941
2023-01-08 02:00:00,109.141,109.207,109.099,109.186,938
2023-01-08 03:00:00,109.053,109.143,108.98,109.081,776
2023-01-08 04:00:00,109.046,109.155,109.018,109.104,946
2023-01-08 05:00:00,109.084,109.254,109.047,109.148,535
2023-01-08 06:00:00,109.116,109.258,109.016,109.191,852
2023-01-08 07:00:00,109.207,109.281,109.175,109.242,914
2023-01-08 08:00:00,109.209,109.222,109.149,109.2,923
2023-01-08 09:00:00,109.369,109.394,109.272,109.377,927
2023-01-08 10:00:00,109.341,109.432,109.264,109.407,981
