Date,Open,High,Low,Close,Volume
2023-01-01,1.10005,1.10009,1.09992,1.10002,424
2023-01-02,1.10022,1.10033,1.10013,1.10033,992
2023-01-03,1.10019,1.10022,1.10012,1.10019,1018
2023-01-04,1.10043,1.10047,1.10028,1.10037,1738
2023-01-05,1.10066,1.10079,1.10058,1.10071,942
2023-01-06,1.10061,1.101160305,1.1000596950000001,1.10061,1090
2023-01-07,1.10093,1.10104,1.10083,1.10094,989
2023-01-08,1.09993896,1.10324208,1.10118,1.1021410399999998,649
2023-01-09,1.10134,1.1030120399999999,1.10118,1.10237127,1342
2023-01-10,1.10163,1.10337258,1.10153,1.1027416399999999,1225
2023-01-11,1.10199,1.102540995,1.101439005,1.10199,1237
2023-01-12,1.10206,1.103783195,1.10205,1.10317207,727
2023-01-13,1.10239,1.10248,1.10236,1.10239,1420
2023-01-14,1.10267,1.10272,1.10261,1.10265,579
2023-01-15,1.10268,1.10273,1.1025,1.10259,1176
2023-01-16,1.102679411805,1.1059907613900002,1.10286,1.104886978195,1657
2023-01-17,1.10345,1.105105175,1.10342,1.10452342,702
2023-01-18,1.10375,1.10547573,1.1037,1.1049138099999998,830
2023-01-19,1.10411,1.105786195,1.10406,1.10523413,1029
2023-01-20,1.1046,1.106327005,1.10447,1.1056044999999999,848
2023-01-21,1.10511,1.1056625549999999,1.1045574450000002,1.10511,534
2023-01-22,1.10561,1.10567,1.10556,1.10559,1020
2023-01-23,1.10634,1.10644,1.1062,1.1063,681
2023-01-24,1.10661,1.10667,1.10657,1.10664,1142
2023-01-25,1.10716,1.10726,1.1071,1.10722,724
2023-01-26,1.10797,1.108523985,1.1074160149999999,1.10797,1464
2023-01-27,1.10834,1.10837,1.10825,1.1083,765
2023-01-28,1.10907,1.10908,1.10895,1.10905,903
2023-01-29,1.10988,1.10993,1.10977,1.1099,1244
2023-01-30,1.11043,1.1105,1.1104,1.11048,630
