Date,Open,High,Low,Close,Volume
2023-01-01 00:00:00,1.25007,1.25021,1.25006,1.2501,437
2023-01-01 01:00:00,1.25005,1.25015,1.24979,1.24993,1185
2023-01-01 02:00:00,1.25015,1.25018,1.24998,1.25005,809
2023-01-01 03:00:00,1.25038,1.25052,1.25032,1.25044,643
2023-01-01 04:00:00,1.25035,1.25051,1.25026,1.25037,812
2023-01-01 05:00:00,1.25032,1.25046,1.25021,1.25031,944
2023-01-01 06:00:00,1.25056,1.25057,1.25055,1.25056,818
2023-01-01 07:00:00,1.25068,1.25073,1.25058,1.25071,338
2023-01-01 08:00:00,1.25062,1.25064,1.25054,1.25058,1269
2023-01-01 09:00:00,1.25071,1.25082,1.25054,1.25065,1382
2023-01-01 10:00:00,1.25064,1.25078,1.25052,1.25066,1195
2023-01-01 11:00:00,1.25058,1.25061,1.25039,1.25051,658
2023-01-01 12:00:00,1.25063,1.25073,1.25054,1.25066,939
2023-01-01 13:00:00,1.25035,1.25047,1.25014,1.25022,998
2023-01-01 14:00:00,1.2501,1.25028,1.25008,1.25017,1179
2023-01-01 15:00:00,1.25002,1.25014,1.24991,1.25006,1200
2023-01-01 16:00:00,1.24988,1.24999,1.24984,1.2499,779
2023-01-01 17:00:00,1.24994,1.25009,1.24986,1.25001,1024
2023-01-01 18:00:00,1.24981,1.24998,1.24977,1.24993,1137
2023-01-01 19:00:00,1.24961,1.24977,1.24959,1.24968,1436
2023-01-01 20:00:00,1.24984,1.24994,1.2496,1.2497,1211
2023-01-01 21:00:00,1.24981,1.24994,1.24971,1.24972,1236
2023-01-01 22:00:00,1.24983,1.24993,1.24967,1.24978,1025
2023-01-01 23:00:00,1.24963,1.24974,1.24958,1.24963,1423
2023-01-02 00:00:00,1.24955,1.24962,1.24955,1.24959,1122
2023-01-02 01:00:00,1.24958,1.24965,1.24945,1.24952,741
2023-01-02 02:00:00,1.24941,1.24943,1.24941,1.24943,1421
2023-01-02 03:00:00,1.24948,1.24952,1.24938,1.24942,1209
2023-01-02 04:00:00,1.24939,1.2495,1.24924,1.24935,867
2023-01-02 05:00:00,1.24936,1.24951,1.24924,1.24925,856
2023-01-02 06:00:00,1.24927,1.24929,1.24908,1.2492,1088
2023-01-02 07:00:00,1.24956,1.24962,1.24945,1.24945,1138
2023-01-02 08:00:00,1.24956,1.24968,1.24945,1.24949,1059
2023-01-02 09:00:00,1.2494,1.24951,1.24929,1.24948,1093
2023-01-02 10:00:00,1.24953,1.24961,1.24941,1.24946,1509
2023-01-02 11:00:00,1.24935,1.24966,1.24933,1.24955,1321
2023-01-02 12:00:00,1.24938,1.24951,1.24933,1.24942,1057
2023-01-02 13:00:00,1.24909,1.24913,1.24905,1.2491,1282
2023-01-02 14:00:00,1.24889,1.24894,1.2487,1.24883,690
2023-01-02 15:00:00,1.24892,1.24909,1.24887,1.24897,1119
2023-01-02 16:00:00,1.24903,1.24911,1.24887,1.24899,1542
2023-01-02 17:00:00,1.24905,1.24906,1.24892,1.24906,934
2023-01-02 18:00:00,1.24903,1.24934,1.24897,1.24923,745
2023-01-02 19:00:00,1.24899,1.24899,1.24884,1.24898,804
2023-01-02 20:00:00,1.24876,1.24896,1.2487,1.24885,673
