Date,Open,High,Low,Close,Volume
2023-01-01,1.25007,1.25012,1.24989,1.25003,424
2023-01-02,1.25026,1.25041,1.25014,1.2504,992
2023-01-03,1.25024,1.25028,1.25014,1.25024,1018
2023-01-04,1.25055,1.2506,1.25034,1.25047,1738
2023-01-05,1.25081,1.25098,1.25069,1.25087,942
2023-01-06,1.25074,1.2513653699999998,1.2501146300000001,1.25074,1090
2023-01-07,1.25115,1.2513,1.25102,1.25117,989
2023-01-08,1.2500487,1.2538026,1.25142,1.2525513,649
2023-01-09,1.25163,1.25351746,1.2514,1.2527815299999998,1342
2023-01-10,1.25197,1.253968135,1.25183,1.25323198,1225
2023-01-11,1.25237,1.252996185,1.251743815,1.25237,1237
2023-01-12,1.25243,1.254408795,1.25241,1.2536924399999998,727
2023-01-13,1.25281,1.25293,1.25277,1.2528,1420
2023-01-14,1.25308,1.25315,1.25299,1.25306,579
2023-01-15,1.25304,1.25312,1.25281,1.25293,1176
2023-01-16,1.25316439119,1.25692764762,1.25321,1.2556732288099999,1657
2023-01-17,1.25388,1.25576082,1.25385,1.2551038499999998,702
2023-01-18,1.25424,1.256211495,1.25416,1.25557432,830
2023-01-19,1.25462,1.2565319750000001,1.25456,1.25590465,1029
2023-01-20,1.25514,1.2571128450000002,1.25497,1.2562549999999997,848
2023-01-21,1.25575,1.2563778749999999,1.255122125,1.25575,534
2023-01-22,1.25632,1.2564,1.25624,1.2563,1020
2023-01-23,1.25715,1.25729,1.25696,1.2571,681
2023-01-24,1.25742,1.2575,1.25737,1.25747,1142
2023-01-25,1.25803,1.25817,1.25795,1.25811,724
2023-01-26,1.25895,1.259579475,1.258320525,1.25895,1464
2023-01-27,1.25935,1.25938,1.25923,1.25929,765
2023-01-28,1.26019,1.2602,1.26002,1.26016,903
2023-01-29,1.26109,1.26116,1.26094,1.26112,1244
2023-01-30,1.26171,1.2618,1.26167,1.26178,630
