Date,Open,High,Low,Close,Volume
2023-01-01 00:00:00,1.10005,1.10016,1.10004,1.10007,437
2023-01-01 01:00:00,1.10004,1.10011,1.09985,1.09995,1185
2023-01-01 02:00:00,1.10011,1.10013,1.09998,1.10004,809
2023-01-01 03:00:00,1.10028,1.10038,1.10023,1.10032,643
2023-01-01 04:00:00,1.10026,1.10038,1.1002,1.10027,812
2023-01-01 05:00:00,1.10024,1.10034,1.10016,1.10023,944
2023-01-01 06:00:00,1.10041,1.10042,1.10041,1.10042,818
2023-01-01 07:00:00,1.1005,1.10054,1.10043,1.10052,338
2023-01-01 08:00:00,1.10046,1.10047,1.1004,1.10043,1269
2023-01-01 09:00:00,1.10052,1.1006,1.1004,1.10048,1382
2023-01-01 10:00:00,1.10048,1.10058,1.10039,1.10049,1195
2023-01-01 11:00:00,1.10043,1.10046,1.10029,1.10038,658
2023-01-01 12:00:00,1.10047,1.10055,1.10041,1.10049,939
2023-01-01 13:00:00,1.10026,1.10036,1.10011,1.10017,998
2023-01-01 14:00:00,1.10008,1.10022,1.10007,1.10014,1179
2023-01-01 15:00:00,1.10003,1.10011,1.09994,1.10005,1200
2023-01-01 16:00:00,1.09993,1.1,1.0999,1.09994,779
2023-01-01 17:00:00,1.09997,1.10008,1.09991,1.10002,1024
2023-01-01 18:00:00,1.09988,1.1,1.09985,1.09997,1137
2023-01-01 19:00:00,1.09973,1.09985,1.09972,1.09979,1436
2023-01-01 20:00:00,1.0999,1.09998,1.09973,1.0998,1211
2023-01-01 21:00:00,1.09988,1.09998,1.09981,1.09981,1236
2023-01-01 22:00:00,1.0999,1.09997,1.09978,1.09986,1025
2023-01-01 23:00:00,1.09975,1.09983,1.09971,1.09975,1423
2023-01-02 00:00:00,1.0997,1.09974,1.0997,1.09973,1122
2023-01-02 01:00:00,1.09972,1.09977,1.09962,1.09968,741
2023-01-02 02:00:00,1.0996,1.09961,1.09959,1.09961,1421
2023-01-02 03:00:00,1.09965,1.09967,1.09957,1.0996,1209
2023-01-02 04:00:00,1.09959,1.09967,1.09947,1.09955,867
2023-01-02 05:00:00,1.09956,1.09967,1.09947,1.09948,856
2023-01-02 06:00:00,1.0995,1.09951,1.09935,1.09945,1088
2023-01-02 07:00:00,1.09971,1.09975,1.09963,1.09963,1138
2023-01-02 08:00:00,1.09971,1.0998,1.09963,1.09965,1059
2023-01-02 09:00:00,1.0996,1.09968,1.09951,1.09965,1093
2023-01-02 10:00:00,1.09969,1.09975,1.0996,1.09964,1509
2023-01-02 11:00:00,1.09956,1.09978,1.09955,1.0997,1321
2023-01-02 12:00:00,1.09958,1.09968,1.09954,1.09961,1057
2023-01-02 13:00:00,1.09937,1.0994,1.09934,1.09938,1282
2023-01-02 14:00:00,1.09922,1.09926,1.09908,1.09917,690
2023-01-02 15:00:00,1.09924,1.09937,1.09921,1.09928,1119
2023-01-02 16:00:00,1.09932,1.09938,1.0992,1.09929,1542
2023-01-02 17:00:00,1.09934,1.09935,1.09924,1.09935,934
2023-01-02 18:00:00,1.09933,1.09955,1.09928,1.09947,745
2023-01-02 19:00:00,1.09929,1.09929,1.09918,1.09928,804
2023-01-02 20:00:00,1.09912,1.09927,1.09908,1.09919,673
2023-01-02 21:00:00,1.09904,1.09906,1.0989,1.099,764
2023-01-02 22:00:00,1.09899,1.09909,1.09897,1.09898,888
2023-01-02 23:00:00,1.0991,1.09924,1.09902,1.0992,578
2023-01-03 00:00:00,1.09913,1.09917,1.09904,1.0991,1004
2023-01-03 01:00:00,1.09893,1.09905,1.09889,1.09903,1270
2023-01-03 02:00:00,1.09896,1.09904,1.09889,1.099,727
2023-01-03 03:00:00,1.09892,1.09901,1.09881,1.09889,1455
2023-01-03 04:00:00,1.09884,1.09898,1.09884,1.09887,1153
2023-01-03 05:00:00,1.0989,1.09899,1.09888,1.09895,1309
2023-01-03 06:00:00,1.09901,1.09909,1.09893,1.09904,802
2023-01-03 07:00:00,1.0991,1.09918,1.09894,1.09902,1256
2023-01-03 08:00:00,1.09901,1.0991,1.09886,1.09897,672
2023-01-03 09:00:00,1.09897,1.09903,1.09887,1.09895,1267
2023-01-03 10:00:00,1.099,1.09904,1.09889,1.09899,1051
2023-01-03 11:00:00,1.0991,1.09918,1.09902,1.09914,1165
2023-01-03 12:00:00,1.09904,1.09913,1.09901,1.09905,647
2023-01-03 13:00:00,1.09902,1.09902,1.09894,1.09895,731
2023-01-03 14:00:00,1.0989,1.09899,1.09881,1.09892,1179
2023-01-03 15:00:00,1.09876,1.09883,1.09869,1.0988,715
2023-01-03 16:00:00,1.09885,1.09897,1.09884,1.09888,1138
2023-01-03 17:00:00,1.099,1.09907,1.09896,1.09906,589
2023-01-03 18:00:00,1.09899,1.0991,1.09888,1.09903,1254
2023-01-03 19:00:00,1.0991,1.09918,1.09904,1.09912,630
2023-01-03 20:00:00,1.09914,1.09921,1.09909,1.09913,1165
2023-01-03 21:00:00,1.09907,1.09907,1.09893,1.09898,1187
2023-01-03 22:00:00,1.09911,1.0992,1.09909,1.09913,790
2023-01-03 23:00:00,1.09928,1.09935,1.09924,1.09929,1174
2023-01-04 00:00:00,1.09928,1.09936,1.09924,1.09929,1078
2023-01-04 01:00:00,1.09946,1.09952,1.09938,1.09938,838
2023-01-04 02:00:00,1.09917,1.09925,1.09903,1.09911,697
2023-01-04 03:00:00,1.09927,1.09941,1.09922,1.09932,411
2023-01-04 04:00:00,1.09928,1.09931,1.09919,1.09928,1104
2023-01-04 05:00:00,1.09926,1.09938,1.09916,1.09929,530
2023-01-04 06:00:00,1.09927,1.09933,1.09925,1.09927,1028
2023-01-04 07:00:00,1.09906,1.09907,1.09899,1.09906,920
2023-01-04 08:00:00,1.09905,1.0991,1.09899,1.0991,1203
2023-01-04 09:00:00,1.09909,1.09913,1.09897,1.09907,909
2023-01-04 10:00:00,1.09927,1.09936,1.09924,1.09927,901
2023-01-04 11:00:00,1.09922,1.0993,1.09912,1.09919,1219
2023-01-04 12:00:00,1.09914,1.09923,1.09905,1.09912,1100
2023-01-04 13:00:00,1.0991,1.09915,1.09905,1.09908,1094
2023-01-04 14:00:00,1.09921,1.09927,1.09919,1.09922,1140
2023-01-04 15:00:00,1.09925,1.09927,1.09916,1.09923,539
2023-01-04 16:00:00,1.09921,1.09931,1.09913,1.09928,1227
2023-01-04 17:00:00,1.09928,1.09932,1.09919,1.09923,1183
2023-01-04 18:00:00,1.0993,1.09931,1.09922,1.09929,694
2023-01-04 19:00:00,1.09942,1.09944,1.09935,1.09939,926
2023-01-04 20:00:00,1.09935,1.0995,1.09927,1.09943,988
2023-01-04 21:00:00,1.09933,1.09942,1.0993,1.09934,959
2023-01-04 22:00:00,1.09929,1.09946,1.0992,1.09935,1100
